,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Ppe,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Symbol,Company Name,Interest Income,Rent Expense Supplemental,Total Operating Income As Reported,Average Dilution Earnings,Other Special Charges,Impairment Of Capital Assets,Interest Income Non Operating,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Amortization,Amortization Of Intangibles Income Statement,Preferred Stock Dividends,Earnings From Equity Interest Net Of Tax,General And Administrative Expense,Other Gand A,Net Income Discontinuous Operations,Gain On Sale Of Business,Write Off,Salaries And Wages,Other Taxes,Provision For Doubtful Accounts,Total Other Finance Cost,Depreciation Income Statement,Insurance And Claims,Rent And Landing Fees,Excise Taxes,Depletion Income Statement,Securities Amortization
3/31/2024,-145728000,0.198,4785000000,-736000000,-736000000,1512000000,1193000000,6193000000,4049000000,2856000000,-905000000,905000000,2102272000,1512000000,8327000000,2128000000,2126000000,0.67,0.67,1419000000,1419000000,1512000000,-53000000,1565000000,1565000000,386000000,1951000000,145000000,185000000,,,,696000000,-736000000,-905000000,905000000,2711000000,2134000000,2134000000,,,,,4845000000,6193000000,11038000000,11038000000,ENB,Enbridge Inc.,,,2711000000,,,,,,,,,93000000,,,,,,,,,,,,,,,,
12/31/2023,-78240143.37,0.297491,4809000000,-263000000,-263000000,1818000000,1166000000,6554000000,4546000000,3380000000,-1103000000,1148000000,2002759857,1818000000,9034000000,,,,,1726000000,1726000000,1818000000,250000000,1568000000,1568000000,664000000,2232000000,1071000000,856000000,-434000000,,0,478000000,,-1103000000,1148000000,2264000000,2480000000,2480000000,,,,,4744000000,6554000000,11298000000,11298000000,ENB,Enbridge Inc.,,,1845000000,,,,,,,,,92000000,,,,,,,,,,,,,,,,
9/30/2023,-104890000,0.17,3453000000,-617000000,-617000000,621000000,1164000000,5995000000,2836000000,1672000000,-921000000,921000000,1133110000,621000000,8050000000,2049000000,2048000000,0.26,0.26,532000000,532000000,621000000,-2000000,623000000,623000000,128000000,751000000,-122000000,152000000,4000000,4000000,0,343000000,-621000000,-921000000,921000000,1794000000,2055000000,2055000000,,,,,3849000000,5995000000,9844000000,9844000000,ENB,Enbridge Inc.,,,1794000000,,,,,,,,,89000000,,,,,,,,,,,,,,,,
6/30/2023,103206000,0.206,4039000000,501000000,501000000,1935000000,1137000000,6054000000,4540000000,3403000000,-883000000,883000000,1537206000,1935000000,8082000000,2027000000,2024000000,0.91,0.91,1848000000,1848000000,1935000000,-66000000,2001000000,2001000000,519000000,2520000000,1053000000,74000000,8000000,8000000,,478000000,493000000,-883000000,883000000,2350000000,2028000000,2028000000,,,,2028000000,4378000000,6054000000,10432000000,10432000000,ENB,Enbridge Inc.,,,2350000000,,,,,,,,,87000000,,2028000000,2028000000,,,,,,,,,,,,,
3/31/2023,-9245000,0.215,4470000000,-43000000,-43000000,1817000000,1146000000,7376000000,4427000000,3281000000,-905000000,905000000,1850755000,1817000000,9413000000,2028000000,2025000000,0.85,0.86,1733000000,1733000000,1817000000,-49000000,1866000000,1866000000,510000000,2376000000,619000000,145000000,3000000,3000000,,517000000,-43000000,-905000000,905000000,2662000000,2037000000,2037000000,,,,2037000000,4699000000,7376000000,12075000000,12075000000,ENB,Enbridge Inc.,,,2662000000,,,,,,,,,84000000,,2037000000,2037000000,,,,,,,,,,,,,
3/31/2024,53680000,0.22,3163000000,244000000,244000000,1789000000,1074000000,1883000000,3407000000,2333000000,-33000000,33000000,1598680000,1789000000,3807000000,577000000,575000000,3.1,3.11,1789000000,1789000000,1789000000,,1789000000,1789000000,511000000,2300000000,306000000,62000000,7000000,26000000,,,237000000,-33000000,33000000,2027000000,1924000000,20000000,,,,1566000000,3951000000,1883000000,5834000000,5834000000,EOG,"EOG Resources, Inc.",,,2271000000,,,19000000,,1404000000,,,,,,162000000,162000000,,,,,338000000,,,,,,,,
12/31/2023,47255621.3,0.215779,3281000000,219000000,219000000,1988000000,930000000,1486000000,3500000000,2570000000,205000000,35000000,1816255621,1988000000,3745000000,581000000,579000000,3.42,3.43,1988000000,1988000000,1988000000,,1988000000,1988000000,547000000,2535000000,45000000,-174000000,-79000000,0,,,298000000,205000000,35000000,2285000000,2259000000,257000000,,,,1701000000,4544000000,1486000000,6030000000,6030000000,EOG,"EOG Resources, Inc.",,,2504000000,,,48000000,,1509000000,,,,,,192000000,192000000,,,31000000,,301000000,,,,,,,,
9/30/2023,5040000,0.21,3483000000,24000000,24000000,2030000000,898000000,1433000000,3507000000,2609000000,-36000000,36000000,2011040000,2030000000,3580000000,583000000,579000000,3.48,3.51,2030000000,2030000000,2030000000,,2030000000,2030000000,543000000,2573000000,76000000,52000000,-19000000,35000000,,,43000000,-36000000,36000000,2533000000,2147000000,262000000,,,,1544000000,4680000000,1433000000,6113000000,6113000000,EOG,"EOG Resources, Inc.",,,2557000000,,,54000000,,1383000000,,,,,,161000000,161000000,,,,,341000000,,,,,,,,
6/30/2023,12540000,0.22,2830000000,57000000,57000000,1553000000,866000000,1374000000,2887000000,2021000000,-35000000,35000000,1508540000,1553000000,3547000000,584000000,580000000,2.66,2.68,1553000000,1553000000,1553000000,,1553000000,1553000000,433000000,1986000000,108000000,51000000,-44000000,-9000000,,,101000000,-35000000,35000000,1913000000,2173000000,262000000,,,,1598000000,4086000000,1374000000,5460000000,5460000000,EOG,"EOG Resources, Inc.",,,1970000000,,,35000000,,1456000000,,,,,,142000000,142000000,,,,,313000000,,,,,,,,
3/31/2023,90420000,0.22,3024000000,411000000,411000000,2023000000,798000000,1552000000,3435000000,2637000000,-42000000,42000000,1702420000,2023000000,3418000000,587000000,584000000,3.45,3.46,2023000000,2023000000,2023000000,,2023000000,2023000000,572000000,2595000000,476000000,65000000,35000000,69000000,,,376000000,-42000000,42000000,2161000000,1866000000,31000000,,,,1506000000,4027000000,1552000000,5579000000,5579000000,EOG,"EOG Resources, Inc.",,,2572000000,,,34000000,,1361000000,,,,,,145000000,145000000,,,,,329000000,,,,,,,,
3/31/2024,-498000,0.166,910000000,-3000000,-3000000,231000000,526000000,1091000000,907000000,381000000,-80000000,104000000,233502000,231000000,1761000000,95156000,94665000,2.43,2.44,231000000,231000000,231000000,,231000000,231000000,46000000,277000000,-9000000,-6000000,-3000000,0,2000000,,,-80000000,104000000,366000000,670000000,,,,,670000000,1036000000,1091000000,2127000000,2127000000,EQIX,"Equinix, Inc.",24000000,,364000000,,1000000,,24000000,226000000,,,,,,444000000,444000000,,,,,,,,,,,,,
12/31/2023,-914797.3378,0.158434,842722000,-5774000,-5774000,227568000,463463000,1091776000,836948000,373485000,-74958000,103183000,232427202.7,227568000,1758228000,94667000,94268000,2.4,2.41,227568000,227568000,227568000,91000,227477000,227477000,42825000,270302000,-7001000,-1227000,-5774000,24000,5869000,,,-74958000,103183000,352261000,666452000,,,,,666452000,1018713000,1091776000,2110489000,2110489000,EQIX,"Equinix, Inc.",28225000,,346416000,,-71000,,28225000,217603000,,,,,,448849000,448849000,,,,,,,,,,,,,
9/30/2023,295664,0.068,855721000,4348000,4348000,275794000,462939000,1068991000,860069000,397130000,-78274000,101385000,271741664,275794000,1685387000,94168000,93683000,2.93,2.94,275794000,275794000,275794000,34000,275760000,275760000,19985000,295745000,-1624000,-5972000,4348000,3933000,-775000,,,-78274000,101385000,375643000,616396000,,,,,616396000,992039000,1068991000,2061030000,2061030000,EQIX,"Equinix, Inc.",23111000,,380351000,,360000,,23111000,212506000,,,,,,403890000,403890000,,,,,,,,,,,,,
6/30/2023,-577881,0.153,809884000,-3777000,-3777000,207030000,461736000,1060800000,806107000,344371000,-76470000,99973000,210229119,207030000,1682245000,93857000,93535000,2.21,2.21,207030000,207030000,207030000,17000,207013000,207013000,37385000,244398000,-15295000,-11518000,-3777000,1941000,5718000,,,-76470000,99973000,336163000,621445000,,,,,621445000,957608000,1060800000,2018408000,2018408000,EQIX,"Equinix, Inc.",23503000,,332386000,,,,23503000,215016000,,,,,,406429000,406429000,,,,,,,,,,,,,
3/31/2023,-528000,0.176,871000000,-3000000,-3000000,259000000,457000000,1006000000,868000000,411000000,-78000000,97000000,261472000,259000000,1611000000,93340000,92971000,2.77,2.78,259000000,259000000,259000000,56000,259000000,259000000,55000000,314000000,5000000,8000000,-3000000,-1000000,2000000,,,-78000000,97000000,387000000,605000000,,,,,605000000,992000000,1006000000,1998000000,1998000000,EQIX,"Equinix, Inc.",19000000,,384000000,,-254000,,19000000,210000000,,,,,,395000000,395000000,,,,,,,,,,,,,
3/31/2024,186325.4232,0.00099,414987000,188185000,188185000,295787000,228926000,275784000,603172000,374246000,-59801000,67212000,107788325.4,295787000,520430000,390561000,378812000,0.77,0.78,302071000,293796000,295787000,-9245000,305032000,305032000,304000,307034000,156447000,-31738000,,,,,188185000,-59801000,67212000,210388000,241415000,,225695000,225695000,,15720000,451803000,279015000,730818000,730818000,EQR,Equity Residential,9329000,,,8275000,,,9329000,,,,,1991000,-1698000,15720000,15720000,,,,,,,1918000,225695000,,,,,
12/31/2023,181363.6659,0.000443,467236000,409573000,409573000,311692000,230011000,248912000,876809000,646798000,-59543000,68674000,-97699636.33,311692000,490504000,390786601,379247194,0.82,0.82,293746000,310920000,311692000,-10577000,322269000,576337000,256000,578124000,400671000,-8902000,,,,,409573000,-59543000,68674000,236996000,238369000,,226788000,226788000,,11581000,475365000,252135000,727500000,727500000,EQR,Equity Residential,11049000,,392501000,,,,11049000,,,,,772000,-1531000,11581000,11581000,,,,,,,1918000,226788000,,,,,
9/30/2023,-53839.8598,0.002001,452716000,-26912000,-26912000,172508000,227951000,256899000,425804000,197853000,-64291000,68891000,199366160.1,172508000,498944000,391351000,378853000,0.45,0.45,177296000,171735000,172508000,-8778000,181286000,127462000,258000,128962000,-31870000,-4958000,,,,,-26912000,-64291000,68891000,225123000,238830000,,224736000,224736000,,14094000,463953000,260114000,724067000,724067000,EQR,Equity Residential,7627000,,252035000,5561000,,,7627000,,,,,773000,-1242000,14094000,14094000,,,,,,,3027000,224736000,,,,,
6/30/2023,-199.643494,0.002295,436660000,-87000,-87000,139203000,224562000,255323000,436573000,212011000,-65476000,65590000,139289800.4,139203000,498761000,391187000,378642000,0.37,0.37,142984000,138430000,139203000,-5659000,144862000,144862000,336000,146421000,-6651000,-6564000,,,,,-87000,-65476000,65590000,218548000,240231000,,221355000,221355000,,18876000,458779000,258530000,717309000,717309000,EQR,Equity Residential,2131000,,218461000,4554000,,,2131000,,,,,773000,-1223000,18876000,18876000,,,,,,,2017000,221355000,,,,,
3/31/2023,134665.8279,0.001344,406923000,100209000,100209000,212035000,218980000,272564000,507132000,288152000,-66842000,66401000,111960665.8,212035000,507709000,390664000,378341000,0.56,0.56,218322000,211263000,212035000,-8036000,220071000,220071000,298000,221751000,91214000,-8995000,,,,,100209000,-66842000,66401000,197379000,231995000,,215830000,215830000,,16165000,429374000,275714000,705088000,705088000,EQR,Equity Residential,1538000,,297588000,7059000,,,1538000,,,,,772000,-1382000,16165000,16165000,,,,,,,1979000,215830000,,,,,
3/31/2024,18368661,0.191,575112000,96171000,96171000,103488000,489547000,1134250000,671283000,181736000,-54371000,54371000,25685661,103488000,1220192000,444967000,439459000,0.23,0.24,103488000,103488000,103488000,425000,103063000,103063000,24302000,127365000,96171000,,-12805000,-147000,,,108976000,-54371000,54371000,85565000,85942000,12889000,,,,73053000,171507000,1134250000,1305757000,1305757000,EQT,EQT Corporation,,,182720000,,3449000,9209000,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,122945557.1,0.231412,700753000,531285000,531285000,502055000,506808000,1150842000,1232038000,725230000,-72804000,72804000,93715557.07,502055000,1177257000,445400000,416792000,1.13,1.2,502055000,502055000,502055000,608000,501447000,501447000,150979000,652426000,531285000,,-143160000,369000,,,674445000,-72804000,72804000,193945000,26415000,-40757000,,,,67172000,220360000,1150842000,1371202000,1371202000,EQT,EQT Corporation,,,722717000,,135000,87131000,,,,,,,,,,,,0,,,,,,,,,,
9/30/2023,35379330,0.21,296798000,168473000,168473000,81255000,450967000,1068767000,465271000,14304000,-60427000,60427000,-51838670,81255000,1162365000,416190000,383359000,0.2,0.21,81255000,81255000,81255000,525000,80730000,80730000,-126853000,-46123000,168473000,,-9019000,-1511000,,,177492000,-60427000,60427000,-154169000,93598000,36656000,,,,56942000,-60571000,1068767000,1008196000,1008196000,EQT,EQT Corporation,,,15807000,,1089000,6419000,,,,,,,,,,,,0,,,,,,,,,,
6/30/2023,23352130.09,0.150196,205458000,155478000,155478000,-66626000,399737000,973884000,360936000,-38801000,-39883000,39883000,-198751869.9,-66626000,1048644000,361982000,361982000,-0.18,-0.18,-66626000,-66626000,-66626000,240000,-66866000,-66866000,-11818000,-78684000,155478000,,-10562000,225000,,,166040000,-39883000,39883000,-194279000,74760000,14597000,,,,60163000,-119519000,973884000,854365000,854365000,EQT,EQT Corporation,,,-34993000,0,5462000,5325000,,,,,,,,,,,,0,,,,,,,,,,
3/31/2023,182906998,0.226,1204675000,809323000,809323000,1218548000,391573000,950609000,2013998000,1622425000,-46546000,46546000,592131998,1218548000,1023117000,393883000,361462000,3.1,3.37,1218548000,1218548000,1218548000,-685000,1219233000,1219233000,356646000,1575879000,809323000,,-20468000,-16528000,,,829791000,-46546000,46546000,813102000,72508000,20614000,,,,51894000,885610000,950609000,1836219000,1836219000,EQT,EQT Corporation,,,1610880000,,-6606000,10546000,,,,,,,,,,,,0,,,,,,,,,,
3/31/2024,0,0.208,,,,124552000,,,,,,,124552000,124552000,929520000,58402603,52289814,2.38,2.67,124552000,124552000,124552000,,124552000,124552000,32750000,157302000,198081000,,,,,,,,,,,-3411000,,,,,,,1086822000,1086822000,ERIE,Erie Indemnity Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,0,0.207227,,,,110928000,,,,139924000,0,0,110928000,110928000,698822000,52301676,46189041,2.12,2.38,110928000,110928000,110928000,,110928000,110928000,28996000,139924000,199379000,,,,,,,0,0,,,-3069000,,,,,,,838746000,838746000,ERIE,Erie Indemnity Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,0,0.2,,,,131040000,,,,163774000,0,0,131040000,131040000,707466000,52299369,46189037,2.51,2.81,131040000,131040000,131040000,,131040000,131040000,32734000,163774000,193738000,,,,,,,0,0,,,-3001000,,,,,,,871240000,871240000,ERIE,Erie Indemnity Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,0,0.21,,,,117852000,,,,149090000,0,0,117852000,117852000,702367000,58400774,52289826,2.25,2.53,117852000,117852000,117852000,,117852000,117852000,31238000,149090000,190895000,,,,,,,0,0,,,-3305000,,,,,,,851457000,851457000,ERIE,Erie Indemnity Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,0,0.21,,,,86241000,,,,109148000,0,0,86241000,86241000,822164000,58397421,52289619,1.65,1.85,86241000,86241000,86241000,,86241000,86241000,22907000,109148000,179186000,,,,,,,0,0,,,-3337000,,,,,,,931312000,931312000,ERIE,Erie Indemnity Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,6157597.624,0.236831,1248592000,26000000,26000000,521848000,337589000,1698920000,1274592000,937003000,-220749000,250749000,502005597.6,521848000,2458802000,350997220,350717114,1.49,1.49,521848000,521848000,521848000,-1880000,523728000,523728000,162526000,686254000,33200000,-600000,26800000,,,7800000,-800000,-220749000,250749000,873798000,759882000,213479000,337589000,337589000,,-27800000,1633680000,1698920000,3332600000,3290500000,ES,Eversource Energy,30000000,,845973000,,-26800000,,30000000,,,-2325000,-2325000,,,-27800000,,,,,-27800000,236614000,,,339914000,,,,,
12/31/2023,-90457996.96,0.049539,995343000,-1826000000,-1826000000,-1288485000,291706000,1448469000,-830657000,-1122363000,-205701000,231301000,447057003,-1288485000,2002790000,350167959,349938891,-3.68,-3.68,-1288485000,-1288485000,-1288485000,-1880000,-1286605000,-1286605000,-67059000,-1353664000,-1839400000,-17400000,-1821500000,,,4000000,-4500000,-205701000,231301000,691415000,554321000,160145000,291706000,291706000,,,1245736000,1448469000,2694205000,2790505000,ES,Eversource Energy,25600000,,558548000,,,,25600000,,,-51657000,-51657000,,,,,,,1766000000,,235370000,,,343363000,,,,,
9/30/2023,2805019.709,0.118355,771525000,23700000,23700000,339663000,185549000,1669310000,795225000,609676000,-198183000,222283000,318768019.7,339663000,2260929000,349851969,349704155,0.97,0.97,339663000,339663000,339663000,-1880000,341543000,341543000,45850000,387393000,55000000,28600000,21000000,,,2700000,2700000,-198183000,222283000,530571000,591619000,162425000,185549000,185549000,,,1122190000,1669310000,2791500000,2802200000,ES,Eversource Energy,24100000,,530553000,,-21000000,,24100000,,,-143979000,-143979000,,,,,,,0,,243645000,,,329528000,,,,,
6/30/2023,-80514000,0.21,739510000,-383400000,-383400000,15422000,101572000,1588358000,356110000,254537000,-185913000,207313000,318308000,15422000,2068680000,349729982,349462359,0.04,0.04,15422000,15422000,15422000,-1880000,17302000,17302000,29922000,47224000,-327500000,50900000,-382000000,,,5000000,-1400000,-185913000,207313000,560620000,480323000,145823000,101573000,101573000,,,1040943000,1588357000,2629300000,2622900000,ES,Eversource Energy,21400000,,560662000,,-19000000,401000000,21400000,,,-218422000,-218422000,,,,,,,,,232927000,,,319995000,,,,,
3/31/2023,3235059.028,0.234425,1061650000,13800000,13800000,491159000,236896000,2357808000,1075450000,838554000,-171443000,194543000,480594059,491159000,3011270000,349612013,349217147,1.41,1.41,491159000,491159000,491159000,-1880000,493039000,493039000,150972000,644011000,31100000,13500000,15500000,,,3800000,-1700000,-171443000,194543000,784330000,653462000,222952000,236896000,236896000,,-34800000,1437792000,2357808000,3795600000,3760900000,ES,Eversource Energy,23100000,,749573000,,-15500000,,23100000,,,-76059000,-76059000,,,-34800000,,,,,-34800000,228414000,,,312955000,,,,,
3/31/2024,291200,0.4,480078000,728000,728000,272731000,139733000,137597000,480806000,341073000,1342000,55933000,272294200,272731000,294550000,64212006,64205086,4.25,4.25,272731000,272731000,272731000,-12409000,285140000,285140000,,285140000,151420000,,-68000,0,68000,150692000,796000,1342000,55933000,132378000,156953000,,139733000,139733000,,17171000,289331000,137597000,426928000,426928000,ESS,"Essex Property Trust, Inc.",57275000,,132359000,,,,57275000,,,,,,,17171000,17171000,,,,,49000,,,,,,,,
12/31/2023,80640,0.21,263080000,384000,384000,65391000,138016000,133432000,263464000,125448000,-37895000,55099000,65087640,65391000,290647000,64188581,64187384,1.02,1.02,65391000,65391000,65391000,-4958000,70349000,70349000,,70349000,-22857000,,-220000,0,220000,-23241000,604000,-37895000,55099000,131101000,157215000,,138016000,138016000,,19739000,288316000,133432000,421748000,421748000,ESS,"Essex Property Trust, Inc.",17204000,,130341000,,0,,17204000,,,,,,,19739000,19739000,,,,,-540000,,,,,,,,
9/30/2023,138390,0.21,283868000,659000,659000,87282000,137357000,135400000,284527000,147170000,-49755000,54161000,86761390,87282000,287772000,64186020,64184180,1.36,1.36,87282000,87282000,87282000,-5727000,93009000,93009000,,93009000,11353000,,-31000,0,31000,10694000,690000,-49755000,54161000,131411000,152372000,,137357000,137357000,,14611000,283783000,135400000,419183000,419183000,ESS,"Essex Property Trust, Inc.",4406000,,131784000,,,,4406000,,,,,,,14611000,14611000,,,,,404000,,,,,,,,
6/30/2023,13156.02527,0.016123,295991000,816000,816000,99620000,136718000,130675000,296807000,160089000,-40401000,52600000,98817156.03,99620000,281206000,64183675,64182555,1.55,1.55,99620000,99620000,99620000,-6136000,105756000,105756000,1733000,107489000,13053000,,-5000,0,5000,12237000,821000,-40401000,52600000,134837000,150531000,,136718000,136718000,,13813000,285368000,130675000,416043000,416043000,ESS,"Essex Property Trust, Inc.",12199000,,134832000,0,,,12199000,,,,,,,13813000,13813000,,,,,,,,,,,,,
